movie,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross,years
12 Rounds,5.6,38.0,26828.0,3.0,Action,Crime,Thriller,John Cena,Ashley Scott,Aidan Gillen,0.0,0.0,0.0,108.0,22000000.0,17280326.0,2009
Leaves of Grass,6.4,58.0,26219.0,1.0,Comedy,Crime,Drama,Edward Norton,Keri Russell,Henry Max Nelson,0.0,0.0,1.0,105.0,9000000.0,1034214.0,2009
Summer Wars,7.5,63.0,25063.0,2.0,Animation,Action,Adventure,Ryûnosuke Kamiki,Nanami Sakuraba,Mitsuki Tanimura,0.0,10.0,5.0,114.0,43819528.982781656,18434328.0,2009
Bright Star,6.9,81.0,24839.0,2.0,Biography,Drama,Romance,Abbie Cornish,Ben Whishaw,Paul Schneider,1.0,16.0,52.0,119.0,8500000.0,14374652.0,2009
The Disappearance of Alice Creed,6.7,65.0,24595.0,1.0,Crime,Thriller,Thriller,Gemma Arterton,Eddie Marsan,Martin Compston,0.0,1.0,6.0,100.0,800000.0,896919.0,2009
Universal Soldier: Regeneration,5.2,70.0,24329.0,1.0,Action,Adventure,Sci-Fi,Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski,0.0,0.0,0.0,97.0,10000000.0,844447.0,2009
Street Fighter: The Legend of Chun-Li,3.7,17.0,22633.0,3.0,Action,Crime,Thriller,Kristin Kreuk,Neal McDonough,Michael Clarke Duncan,0.0,0.0,0.0,96.0,18000000.0,12764201.0,2009
Crossing Over,6.7,38.0,22376.0,1.0,Crime,Drama,Drama,Harrison Ford,Ashley Judd,Ray Liotta,0.0,0.0,1.0,113.0,19000000.0,3676533.0,2009
The Hole,5.7,57.0,22048.0,3.0,Fantasy,Thriller,Thriller,Chris Massoglia,Haley Bennett,Nathan Gamble,0.0,0.0,1.0,92.0,12000000.0,10457002.0,2009
Get Low,7.0,77.0,21759.0,3.0,Drama,Mystery,Mystery,Robert Duvall,Bill Murray,Sissy Spacek,0.0,5.0,27.0,103.0,7000000.0,10522511.0,2009
Horsemen,5.6,64.0,21231.0,1.0,Crime,Drama,Mystery,Dennis Quaid,Ziyi Zhang,Lou Taylor Pucci,0.0,0.0,0.0,90.0,20000000.0,2405815.0,2009
New in Town,5.6,29.0,21225.0,2.0,Comedy,Romance,Romance,Renée Zellweger,Harry Connick Jr.,Siobhan Fallon Hogan,0.0,0.0,0.0,97.0,8000000.0,29010817.0,2009
Hotel for Dogs,5.4,51.0,21000.0,2.0,Comedy,Family,Family,Emma Roberts,Jake T. Austin,Lisa Kudrow,0.0,2.0,2.0,100.0,35000000.0,117252578.0,2009
Superman/Batman: Public Enemies,7.2,64.0,20685.0,3.0,Animation,Action,Drama,Clancy Brown,Kevin Conroy,Tim Daly,0.0,0.0,0.0,103.28243887592573,3500000.0,53160295.192035295,2009
Miss March,5.0,7.0,20477.0,1.0,Comedy,Romance,Romance,Zach Cregger,Trevor Moore,Raquel Alessi,0.0,0.0,2.0,90.0,6000000.0,4591629.0,2009
The Goods: Live Hard Sell Hard,5.8,39.0,20411.0,1.0,Comedy,Comedy,Comedy,Jeremy Piven,Ving Rhames,David Koechner,0.0,0.0,0.0,89.0,10000000.0,15300885.0,2009
Aliens in the Attic,5.4,42.0,20270.0,2.0,Adventure,Comedy,Family,Ashley Tisdale,Robert Hoffman,Carter Jenkins,0.0,0.0,2.0,86.0,45000000.0,57881056.0,2009
Survival of the Dead,4.9,43.0,19958.0,1.0,Comedy,Drama,Horror,Alan Van Sprang,Kenneth Welsh,Kathleen Munroe,0.0,0.0,2.0,90.0,4000000.0,386078.0,2009
I Am Love,7.0,79.0,19702.0,1.0,Drama,Romance,Romance,Tilda Swinton,Flavio Parenti,Edoardo Gabbriellini,1.0,16.0,45.0,120.0,3600000.0,12014663.0,2009
Ondine,6.8,65.0,19663.0,3.0,Drama,Mystery,Romance,Colin Farrell,Alicja Bachleda,Dervla Kirwan,0.0,6.0,6.0,111.0,12000000.0,1787413.0,2009
Vampire Killers,5.1,64.0,19273.0,1.0,Action,Comedy,Fantasy,Paul McGann,James Corden,MyAnna Buring,0.0,1.0,1.0,86.0,43819528.982781656,3276702.0,2009
The Limits of Control,6.3,41.0,19100.0,1.0,Crime,Drama,Mystery,Isaach De Bankolé,Alex Descas,Jean-François Stévenin,0.0,0.0,1.0,116.0,43819528.982781656,1981134.0,2009
Cracks,6.7,54.0,18762.0,1.0,Drama,Thriller,Thriller,Eva Green,Juno Temple,María Valverde,0.0,0.0,3.0,104.0,43819528.982781656,101860.0,2009
Echelon Conspiracy,5.8,26.0,18546.0,3.0,Action,Crime,Mystery,Shane West,Edward Burns,Ving Rhames,0.0,0.0,0.0,105.0,43819528.982781656,3668952.0,2009
The Other Woman,6.3,37.0,18428.0,1.0,Drama,Drama,Drama,Natalie Portman,Scott Cohen,Lisa Kudrow,0.0,0.0,0.0,119.0,43819528.982781656,1451343.0,2009
The Butterfly Effect 3: Revelations,5.6,64.0,18392.0,1.0,Crime,Sci-Fi,Thriller,Chris Carmack,Rachel Miner,Melissa Jones,0.0,0.0,0.0,90.0,4500000.0,708152.0,2009
Shrink,6.7,40.0,18095.0,1.0,Comedy,Drama,Drama,Kevin Spacey,Mark Webber,Keke Palmer,0.0,0.0,2.0,104.0,5100000.0,303431.0,2009
My Life in Ruins,5.9,34.0,18001.0,3.0,Comedy,Romance,Romance,Nia Vardalos,Richard Dreyfuss,Rachel Dratch,0.0,0.0,1.0,98.0,17000000.0,20458873.0,2009
Paper Man,6.6,37.0,17997.0,1.0,Comedy,Drama,Drama,Jeff Daniels,Emma Stone,Ryan Reynolds,0.0,0.0,1.0,110.0,43819528.982781656,13514.0,2009
Rampage,6.2,64.0,17842.0,1.0,Action,Crime,Thriller,Brendan Fletcher,Shaun Sipos,Michael Paré,0.0,0.0,0.0,85.0,43819528.982781656,53160295.192035295,2009
The Last Station,7.0,76.0,17501.0,1.0,Biography,Drama,Romance,Helen Mirren,James McAvoy,Christopher Plummer,2.0,5.0,16.0,112.0,18000000.0,20554320.0,2009
Le concert,7.6,60.0,17111.0,3.0,Comedy,Drama,Music,Aleksey Guskov,Mélanie Laurent,Dmitriy Nazarov,1.0,9.0,14.0,119.0,43819528.982781656,41146351.0,2009
The Grudge 3,4.7,64.0,16934.0,1.0,Horror,Mystery,Thriller,Matthew Knight,Shawnee Smith,Mike Straub,0.0,0.0,0.0,90.0,5000000.0,1869127.0,2009
In the Electric Mist,6.1,64.0,16112.0,1.0,Crime,Drama,Mystery,Tommy Lee Jones,John Goodman,Peter Sarsgaard,0.0,0.0,2.0,117.0,43819528.982781656,7999896.0,2009
Fame,5.1,39.0,15760.0,2.0,Comedy,Drama,Musical,Kelsey Grammer,Bebe Neuwirth,Megan Mullally,0.0,0.0,2.0,107.0,18000000.0,77211836.0,2009
Castaway on the Moon,8.1,64.0,15742.0,3.0,Drama,Romance,Romance,Jae-yeong Jeong,Ryeowon Jung,Yeong-seo Park,0.0,6.0,7.0,116.0,5000000.0,3732224.0,2009
The Girlfriend Experience,5.5,66.0,15624.0,1.0,Drama,Drama,Drama,Sasha Grey,Chris Santos,Philip Eytan,0.0,0.0,1.0,77.0,1700000.0,1060941.0,2009
Wonder Woman,7.3,64.0,15570.0,3.0,Animation,Action,Adventure,Keri Russell,Nathan Fillion,Alfred Molina,0.0,0.0,0.0,74.0,3500000.0,53160295.192035295,2009
Solitary Man,6.3,69.0,15370.0,1.0,Comedy,Drama,Romance,Michael Douglas,Susan Sarandon,Jesse Eisenberg,0.0,2.0,3.0,90.0,15000000.0,5682554.0,2009
The Maiden Heist,6.1,64.0,15262.0,3.0,Comedy,Crime,Crime,Christopher Walken,Joseph McKenna,Wynn Everett,0.0,0.0,0.0,90.0,20000000.0,96008.0,2009
Green Lantern: First Flight,7.1,64.0,14337.0,3.0,Animation,Action,Adventure,Christopher Meloni,Victor Garber,Tricia Helfer,0.0,0.0,1.0,103.28243887592573,3500000.0,53160295.192035295,2009
Blood: The Last Vampire,5.3,28.0,14281.0,1.0,Action,Adventure,Fantasy,Ji-Hyun Jun,Allison Miller,Liam Cunningham,0.0,0.0,0.0,91.0,30000000.0,5874530.0,2009
The New Daughter,5.3,64.0,13929.0,3.0,Horror,Thriller,Thriller,Kevin Costner,Ivana Baquero,Samantha Mathis,0.0,0.0,1.0,108.0,15000000.0,579626.0,2009
Powder Blue,6.3,64.0,13863.0,1.0,Drama,Drama,Drama,Jessica Biel,Eddie Redmayne,Forest Whitaker,0.0,0.0,0.0,106.0,43819528.982781656,17835.0,2009
Van Wilder: Freshman Year,5.3,64.0,13639.0,1.0,Comedy,Romance,Romance,Jonathan Bennett,Kristin Cavallari,Kurt Fuller,0.0,0.0,0.0,98.0,6000000.0,20543.0,2009
Creation,6.7,51.0,13598.0,3.0,Biography,Drama,Romance,Paul Bettany,Jennifer Connelly,Ian Kelly,0.0,0.0,1.0,108.0,10000000.0,2058675.0,2009
Bandslam,6.3,66.0,13577.0,2.0,Comedy,Drama,Family,Aly Michalka,Vanessa Hudgens,Gaelan Connell,0.0,0.0,0.0,111.0,20000000.0,12225023.0,2009
Post Grad,5.3,35.0,13510.0,3.0,Comedy,Romance,Romance,Alexis Bledel,Michael Keaton,Carol Burnett,0.0,0.0,0.0,88.0,15000000.0,6414729.0,2009
The Killing Room,5.7,64.0,13459.0,1.0,Mystery,Thriller,Thriller,Nick Cannon,Clea DuVall,Timothy Hutton,0.0,0.0,2.0,93.0,43819528.982781656,467220.0,2009
Imagine That,5.6,54.0,13380.0,2.0,Comedy,Drama,Family,Eddie Murphy,Thomas Haden Church,Yara Shahidi,0.0,1.0,2.0,103.28243887592573,55000000.0,22985194.0,2009
Bitch Slap,4.4,19.0,13292.0,1.0,Action,Comedy,Crime,Julia Voth,Erin Cummings,America Olivo,0.0,0.0,0.0,109.0,43819528.982781656,439587.0,2009
The Slammin' Salmon,6.4,40.0,13044.0,1.0,Comedy,Comedy,Comedy,Michael Clarke Duncan,Jay Chandrasekhar,Kevin Heffernan,0.0,0.0,0.0,103.28243887592573,43819528.982781656,60421.0,2009
S. Darko,3.6,64.0,13020.0,1.0,Drama,Mystery,Sci-Fi,Daveigh Chase,Briana Evigan,James Lafferty,0.0,0.0,0.0,103.0,4000000.0,1079949.0,2009
The Private Lives of Pippa Lee,6.4,49.0,12760.0,1.0,Comedy,Drama,Romance,Robin Wright,Alan Arkin,Mike Binder,0.0,1.0,4.0,98.0,43819528.982781656,2860973.0,2009
Dead Like Me: Life After Death,6.1,64.0,12671.0,1.0,Comedy,Drama,Fantasy,Ellen Muth,Callum Blue,Sarah Wynter,0.0,0.0,0.0,87.0,5000000.0,53160295.192035295,2009
Cabin Fever 2: Spring Fever,4.3,64.0,12594.0,1.0,Horror,Horror,Horror,Rider Strong,Noah Segan,Alexi Wasser,0.0,0.0,0.0,86.0,10000000.0,53160295.192035295,2009
Tetro,6.8,65.0,12325.0,1.0,Drama,Drama,Drama,Vincent Gallo,Alden Ehrenreich,Maribel Verdú,0.0,1.0,5.0,127.0,5000000.0,2874474.0,2009
Stan Helsing,3.6,64.0,12229.0,1.0,Comedy,Horror,Horror,Steve Howey,Diora Baird,Kenan Thompson,0.0,0.0,1.0,108.0,43819528.982781656,1475003.0,2009
TiMER,6.5,64.0,12221.0,1.0,Comedy,Drama,Romance,Emma Caulfield Ford,Scott Holroyd,Kali Rocha,0.0,1.0,1.0,103.28243887592573,43819528.982781656,46378.0,2009
Beyond a Reasonable Doubt,5.9,35.0,12047.0,3.0,Crime,Drama,Mystery,Jesse Metcalfe,Amber Tamblyn,Michael Douglas,0.0,0.0,0.0,106.0,25000000.0,4515258.0,2009
Five Minutes of Heaven,6.6,62.0,12033.0,1.0,Drama,Thriller,Thriller,Liam Neeson,James Nesbitt,Anamaria Marinca,0.0,8.0,10.0,89.0,43819528.982781656,364355.0,2009
Desert Flower,7.4,54.0,12030.0,1.0,Biography,Drama,Drama,Soraya Omar-Scego,Idriss Abdillahi Houfaneh,Awa Saïd Darar,0.0,3.0,2.0,120.0,43819528.982781656,14682943.0,2009
Ninja,5.5,64.0,11970.0,1.0,Action,Thriller,Thriller,Scott Adkins,Tsuyoshi Ihara,Mika Hijii,0.0,0.0,0.0,86.0,10000000.0,194243.0,2009
Veronika Decides to Die,6.4,64.0,11936.0,1.0,Drama,Romance,Romance,Sarah Michelle Gellar,Jonathan Tucker,Erika Christensen,0.0,0.0,0.0,103.0,9000000.0,1709178.0,2009
Amelia,5.8,37.0,11769.0,2.0,Adventure,Biography,Drama,Hilary Swank,Richard Gere,Ewan McGregor,0.0,3.0,4.0,111.0,40000000.0,19643086.0,2009
Goal! III,3.2,64.0,11674.0,3.0,Action,Adventure,Drama,JJ Feild,Leo Gregory,Kuno Becker,0.0,0.0,0.0,96.0,10000000.0,7641.0,2009
Dance Flick,3.5,40.0,11538.0,3.0,Action,Comedy,Music,Marlon Wayans,Shawn Wayans,Shoshana Bush,0.0,0.0,0.0,88.0,25000000.0,31439140.0,2009
Mother and Child,7.2,64.0,11370.0,1.0,Drama,Romance,Romance,Naomi Watts,Annette Bening,Kerry Washington,0.0,4.0,12.0,125.0,7000000.0,5621971.0,2009
Shinjuku Incident,7.0,63.0,11317.0,1.0,Action,Crime,Drama,Jackie Chan,Naoto Takenaka,Daniel Wu,0.0,1.0,6.0,119.0,15000000.0,5461200.0,2009
Hulk Vs.,7.0,64.0,11260.0,3.0,Animation,Action,Adventure,Fred Tatasciore,Matthew Wolf,Graham McTavish,0.0,0.0,0.0,82.0,43819528.982781656,53160295.192035295,2009
Blood Creek,5.3,64.0,11260.0,1.0,Horror,Horror,Horror,Henry Cavill,Dominic Purcell,Emma Booth,0.0,0.0,0.0,90.0,43819528.982781656,211398.0,2009
The Thaw,5.2,64.0,11190.0,1.0,Horror,Sci-Fi,Sci-Fi,Val Kilmer,Martha MacIsaac,Kyle Schmid,0.0,1.0,13.0,103.28243887592573,43819528.982781656,149857.0,2009
Madea Goes to Jail,4.4,50.0,11185.0,3.0,Comedy,Crime,Drama,Tyler Perry,Keshia Knight Pulliam,Derek Luke,0.0,1.0,4.0,103.0,43819528.982781656,90508336.0,2009
Road Trip: Beer Pong,4.9,64.0,11160.0,1.0,Comedy,Comedy,Comedy,DJ Qualls,Mary Cobb,Rhoda Griffis,0.0,0.0,0.0,95.0,7500000.0,53160295.192035295,2009
Lebanon,6.9,85.0,10867.0,1.0,Drama,War,War,Yoav Donat,Itay Tiran,Oshri Cohen,0.0,17.0,15.0,93.0,43819528.982781656,1286008.0,2009
Gentlemen Broncos,6.2,28.0,10701.0,3.0,Adventure,Comedy,Sci-Fi,Michael Angarano,Jemaine Clement,Mike White,0.0,0.0,2.0,89.0,10000000.0,118492.0,2009
Labor Pains,4.8,64.0,10605.0,3.0,Comedy,Romance,Romance,Lindsay Lohan,Luke Kirby,Chris Parnell,0.0,0.0,0.0,103.28243887592573,10000000.0,1895782.0,2009
The Revenant,6.3,57.0,10476.0,1.0,Comedy,Fantasy,Horror,David Anders,Chris Wylde,Louise Griffiths,0.0,8.0,3.0,117.0,43819528.982781656,53160295.192035295,2009
Chéri,6.2,63.0,10443.0,1.0,Comedy,Drama,Romance,Michelle Pfeiffer,Rupert Friend,Kathy Bates,0.0,3.0,2.0,100.0,23000000.0,9368242.0,2009
Mega Shark vs. Giant Octopus,2.5,64.0,10321.0,1.0,Action,Adventure,Comedy,Lorenzo Lamas,Debbie Gibson,Vic Chao,0.0,0.0,0.0,88.0,43819528.982781656,722.0,2009
City of Life and Death,7.7,85.0,10113.0,1.0,Drama,History,War,Ye Liu,Wei Fan,Hideo Nakaizumi,0.0,17.0,14.0,132.0,12000000.0,10687316.0,2009
Next Day Air,5.8,46.0,10063.0,1.0,Action,Comedy,Crime,Yasiin Bey,Mike Epps,Donald Faison,0.0,0.0,0.0,103.28243887592573,3000000.0,10172519.0,2009
Merantau,6.7,64.0,9902.0,1.0,Action,Drama,Drama,Iko Uwais,Sisca Jessica,Christine Hakim,0.0,1.0,3.0,134.0,43819528.982781656,154660.0,2009
Triage,6.5,64.0,9834.0,1.0,Drama,Mystery,War,Colin Farrell,Jamie Sives,Paz Vega,0.0,0.0,1.0,99.0,43819528.982781656,563760.0,2009
The Boys Are Back,6.8,57.0,9790.0,3.0,Drama,Drama,Drama,Clive Owen,Emma Booth,Laura Fraser,0.0,0.0,6.0,104.0,43819528.982781656,3252136.0,2009
According to Greta,6.1,64.0,9505.0,3.0,Drama,Romance,Romance,Hilary Duff,Evan Ross,Michael Murphy,0.0,0.0,0.0,92.0,43819528.982781656,53160295.192035295,2009
Cold Souls,6.4,69.0,9412.0,3.0,Comedy,Drama,Drama,Paul Giamatti,Emily Watson,Dina Korzun,0.0,4.0,9.0,101.0,43819528.982781656,1134837.0,2009
I Can Do Bad All by Myself,4.5,55.0,9407.0,3.0,Comedy,Drama,Drama,Tyler Perry,Taraji P. Henson,Adam Rodriguez,0.0,1.0,5.0,103.28243887592573,13000000.0,51733921.0,2009
Balls Out: Gary the Tennis Coach,5.5,64.0,9363.0,1.0,Comedy,Sport,Sport,Seann William Scott,Randy Quaid,Brando Eaton,0.0,0.0,0.0,93.0,43819528.982781656,10303.0,2009
My Son My Son What Have Ye Done,6.3,59.0,9362.0,1.0,Drama,Thriller,Thriller,Michael Shannon,Willem Dafoe,Chloë Sevigny,0.0,0.0,3.0,91.0,2000000.0,76739.0,2009
The Hills Run Red,5.4,64.0,9150.0,1.0,Horror,Mystery,Thriller,Sophie Monk,Tad Hilgenbrink,William Sadler,0.0,0.0,1.0,81.0,43819528.982781656,53160295.192035295,2009
The Good Guy,5.8,47.0,9009.0,1.0,Comedy,Romance,Romance,Alexis Bledel,Scott Porter,Bryan Greenberg,0.0,0.0,0.0,103.28243887592573,10000000.0,100688.0,2009
When You're Strange,7.7,55.0,8963.0,1.0,Documentary,Music,Music,Johnny Depp,John Densmore,Robby Krieger,0.0,2.0,1.0,86.0,43819528.982781656,1194182.0,2009
Night Train,5.7,64.0,8808.0,1.0,Crime,Horror,Mystery,Danny Glover,Leelee Sobieski,Steve Zahn,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2009
Big Fan,6.7,70.0,8792.0,1.0,Comedy,Crime,Drama,Patton Oswalt,Kevin Corrigan,Michael Rapaport,0.0,1.0,5.0,103.28243887592573,43819528.982781656,234540.0,2009
Infestation,5.9,64.0,8719.0,1.0,Action,Adventure,Comedy,Chris Marquette,Brooke Nevin,Kinsey Packard,0.0,1.0,2.0,91.0,3500000.0,36756.0,2009
Mystery Team,6.7,42.0,8687.0,1.0,Comedy,Crime,Mystery,Donald Glover,D.C. Pierson,Dominic Dierkes,0.0,0.0,0.0,97.0,43819528.982781656,89442.0,2009
The Greatest,6.6,45.0,8479.0,1.0,Drama,Romance,Romance,Carey Mulligan,Aaron Taylor-Johnson,Pierce Brosnan,0.0,0.0,3.0,99.0,6000000.0,1344544.0,2009
My One and Only,6.5,62.0,8360.0,3.0,Adventure,Biography,Comedy,Renée Zellweger,Logan Lerman,Mark Rendall,0.0,2.0,3.0,108.0,43819528.982781656,3167681.0,2009
I Hope They Serve Beer in Hell,5.3,26.0,8160.0,1.0,Comedy,Comedy,Comedy,Matt Czuchry,Geoff Stults,Jesse Bradford,0.0,0.0,0.0,105.0,43819528.982781656,1429299.0,2009
Personal Effects,6.2,64.0,8142.0,1.0,Drama,Drama,Drama,Michelle Pfeiffer,Ashton Kutcher,Kathy Bates,0.0,0.0,1.0,106.0,43819528.982781656,471645.0,2009
I Hate Valentine's Day,4.7,17.0,8094.0,3.0,Comedy,Romance,Romance,Nia Vardalos,John Corbett,Judah Friedlander,0.0,0.0,1.0,103.28243887592573,3000000.0,4243957.0,2009
Bring It On: Fight to the Finish,5.2,64.0,8059.0,3.0,Comedy,Sport,Sport,Christina Milian,Vanessa Born,Gabrielle Dennis,0.0,0.0,0.0,102.0,43819528.982781656,53160295.192035295,2009
Paper Heart,6.0,54.0,8022.0,3.0,Comedy,Drama,Romance,Charlyne Yi,Michael Cera,Jake Johnson,0.0,1.0,3.0,88.0,43819528.982781656,1296971.0,2009
Arthur et la vengeance de Maltazard,5.3,64.0,8004.0,2.0,Animation,Adventure,Family,Freddie Highmore,Selena Gomez,Mia Farrow,0.0,0.0,0.0,107.0,65000000.0,52377611.0,2009
After Last Season,1.6,64.0,7876.0,3.0,Animation,Drama,Sci-Fi,Jason Kulas,Peggy McClellan,Scott Winters,0.0,0.0,0.0,103.28243887592573,5000000.0,53160295.192035295,2009
Wake Wood,5.5,64.0,7794.0,1.0,Drama,Horror,Thriller,Aidan Gillen,Eva Birthistle,Timothy Spall,0.0,1.0,4.0,90.0,43819528.982781656,10342.0,2009
Serious Moonlight,5.4,36.0,7720.0,1.0,Comedy,Crime,Romance,Meg Ryan,Timothy Hutton,Kristen Bell,0.0,0.0,1.0,81.0,43819528.982781656,348327.0,2009
Grace,5.1,52.0,7591.0,1.0,Drama,Horror,Thriller,Jordan Ladd,Samantha Ferris,Gabrielle Rose,0.0,2.0,5.0,84.0,5000000.0,8297.0,2009
Made in China,4.0,44.0,7579.0,3.0,Action,Comedy,Comedy,Akshay Kumar,Deepika Padukone,Chia-Hui Liu,0.0,1.0,3.0,103.28243887592573,43819528.982781656,13439480.0,2009
Laid to Rest,5.3,64.0,7540.0,1.0,Horror,Thriller,Thriller,Bobbi Sue Luther,Kevin Gage,Lena Headey,0.0,0.0,3.0,90.0,43819528.982781656,53160295.192035295,2009
American Virgin,4.3,64.0,7534.0,1.0,Comedy,Comedy,Comedy,Jenna Dewan,Bo Burnham,Brianne Davis,0.0,0.0,0.0,88.0,4000000.0,53160295.192035295,2009
Tenderness,5.5,64.0,7501.0,1.0,Crime,Drama,Thriller,Russell Crowe,Jon Foster,Sophie Traub,0.0,0.0,0.0,101.0,43819528.982781656,322189.0,2009
Nativity!,6.4,64.0,7454.0,2.0,Comedy,Family,Family,Martin Freeman,Marc Wootton,Jason Watkins,0.0,0.0,0.0,103.28243887592573,43819528.982781656,8494434.0,2009
The Vicious Kind,7.0,65.0,7388.0,1.0,Comedy,Drama,Drama,Adam Scott,Brittany Snow,Alex Frost,0.0,4.0,2.0,103.28243887592573,43819528.982781656,53160295.192035295,2009
The September Issue,7.1,69.0,7301.0,3.0,Documentary,Documentary,Documentary,Anna Wintour,Thakoon Panichgul,André Leon Talley,0.0,2.0,5.0,90.0,43819528.982781656,6442300.0,2009
Mao's Last Dancer,7.3,55.0,7274.0,2.0,Biography,Drama,Music,Chi Cao,Bruce Greenwood,Kyle MacLachlan,0.0,7.0,20.0,117.0,43819528.982781656,23914731.0,2009
The Haunted World of El Superbeasto,5.9,64.0,7109.0,1.0,Animation,Action,Comedy,Joe Alaskey,Ken Foree,Sheri Moon Zombie,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2009
Possession,5.6,64.0,7066.0,3.0,Drama,Horror,Mystery,Sarah Michelle Gellar,Lee Pace,Michael Landes,0.0,0.0,0.0,103.28243887592573,43819528.982781656,694193.0,2009
Book of Blood,5.3,64.0,6975.0,1.0,Drama,Horror,Mystery,Jonas Armstrong,Sophie Ward,Clive Russell,0.0,0.0,0.0,100.0,6000000.0,567723.0,2009
Night of the Demons,4.7,64.0,6945.0,1.0,Action,Comedy,Horror,Tatyana Kanavka,Michael Arata,Shannon Elizabeth,0.0,0.0,1.0,93.0,10000000.0,64040.0,2009
Trailer Park Boys: Countdown to Liquor Day,7.4,64.0,6824.0,1.0,Comedy,Crime,Crime,Robb Wells,John Paul Tremblay,Mike Smith,0.0,1.0,2.0,102.0,5000000.0,53160295.192035295,2009
Kill Theory,5.4,64.0,6736.0,1.0,Horror,Thriller,Thriller,Don McManus,Ryanne Duzich,Teddy Dunn,0.0,0.0,1.0,85.0,6000000.0,397941.0,2009
Dolan's Cadillac,5.7,64.0,6730.0,1.0,Crime,Thriller,Thriller,Christian Slater,Emmanuelle Vaugier,Wes Bentley,0.0,0.0,0.0,89.0,10000000.0,53160295.192035295,2009
Life During Wartime,6.4,69.0,6727.0,1.0,Comedy,Drama,Drama,Shirley Henderson,Allison Janney,Ally Sheedy,0.0,3.0,9.0,98.0,4500000.0,807162.0,2009
Damage,5.7,64.0,6725.0,1.0,Action,Drama,Drama,Steve Austin,Walton Goggins,Laura Vandervoort,0.0,0.0,0.0,103.28243887592573,4000000.0,53160295.192035295,2009
Shorts,4.7,53.0,6665.0,2.0,Comedy,Family,Fantasy,Jimmy Bennett,James Spader,Kat Dennings,0.0,1.0,1.0,89.0,40000000.0,28972508.0,2009
44 Inch Chest,5.8,47.0,6477.0,1.0,Crime,Drama,Drama,Ray Winstone,Ian McShane,John Hurt,0.0,2.0,2.0,95.0,43819528.982781656,294245.0,2009
The Devil's Tomb,3.7,64.0,6307.0,1.0,Action,Horror,Sci-Fi,Cuba Gooding Jr.,Ray Winstone,Ron Perlman,0.0,0.0,0.0,90.0,10000000.0,220925.0,2009
Perrier's Bounty,6.4,47.0,6275.0,1.0,Action,Comedy,Crime,Gabriel Byrne,Cillian Murphy,Michael McElhatton,0.0,0.0,3.0,88.0,43819528.982781656,167938.0,2009
Today's Special,6.6,57.0,6208.0,1.0,Comedy,Comedy,Comedy,Kevin Corrigan,Aarti Mann,Dean Winters,0.0,0.0,0.0,99.0,43819528.982781656,317831.0,2009
The Answer Man,6.4,44.0,6197.0,1.0,Comedy,Romance,Romance,Jeff Daniels,Lauren Graham,Lou Taylor Pucci,0.0,0.0,2.0,97.0,43819528.982781656,26676.0,2009
Cairo Time,6.6,67.0,6176.0,2.0,Drama,Romance,Romance,Patricia Clarkson,Alexander Siddig,Elena Anaya,0.0,2.0,2.0,90.0,43819528.982781656,2477315.0,2009
Coco Chanel & Igor Stravinsky,6.4,56.0,6133.0,1.0,Drama,Music,Romance,Anna Mouglalis,Mads Mikkelsen,Elena Morozova,0.0,0.0,2.0,119.0,43819528.982781656,6284789.0,2009
Give 'em Hell Malone,5.9,64.0,5995.0,1.0,Action,Crime,Thriller,Thomas Jane,Ving Rhames,Elsa Pataky,0.0,0.0,0.0,96.0,15000000.0,53160295.192035295,2009
Tormented,5.1,64.0,5991.0,1.0,Comedy,Horror,Horror,Alex Pettyfer,April Pearson,Dimitri Leonidas,0.0,0.0,1.0,87.0,700000.0,1362653.0,2009
Tales of the Black Freighter,7.1,64.0,5945.0,1.0,Animation,Short,Action,Gerard Butler,Jared Harris,Lori Tritel,0.0,0.0,0.0,26.0,43819528.982781656,53160295.192035295,2009
The Winning Season,6.6,53.0,5908.0,3.0,Comedy,Sport,Sport,Sam Rockwell,Emma Roberts,Rob Corddry,0.0,0.0,0.0,119.0,43819528.982781656,53160295.192035295,2009
Still Waiting...,4.9,64.0,5872.0,1.0,Comedy,Comedy,Comedy,Adam Carolla,John Michael Higgins,Rob Benedict,0.0,0.0,0.0,88.0,43819528.982781656,53160295.192035295,2009
Women in Trouble,5.7,43.0,5809.0,1.0,Comedy,Drama,Drama,Carla Gugino,Adrianne Palicki,Connie Britton,0.0,0.0,0.0,92.0,43819528.982781656,18000.0,2009
Forget Me Not,5.2,64.0,5696.0,1.0,Horror,Romance,Thriller,Carly Schroeder,Cody Linley,Brie Gabrielle,0.0,0.0,0.0,103.0,1300000.0,53160295.192035295,2009
Logorama©,7.5,64.0,5590.0,1.0,Animation,Short,Action,Bob Stephenson,Sherman Augustus,Aja Evans,1.0,8.0,5.0,16.0,43819528.982781656,53160295.192035295,2009
Walled In,4.8,64.0,5577.0,1.0,Horror,Thriller,Thriller,Tim Allen,Mischa Barton,Darla Biccum,0.0,0.0,0.0,100.0,6000000.0,270888.0,2009
